Crop_Year,Season,Crop,Area,Temperature,Humidity,Wind_Speed,Production
1990,Rabi,Rice,1138.225088,35.94862294,58.78995943,5.907503581,1494.925384
1990,Rabi,Maize,8275.569752,39.07084872,52.45571996,18.74543093,12619.81846
1990,Kharif,Sugarcane,7259.988394,22.86838215,63.36951393,9.295944526,10265.78012
1990,Winter,Maize,9191.58244,22.21378749,64.02191911,15.7403351,14195.81124
1990,Winter,Maize,1482.165337,31.11199849,45.0033035,2.724399292,1612.507859
1990,Summer,Sugarcane,1535.640266,30.18259341,72.58217546,14.49262262,1933.262062
1990,Summer,Wheat,2172.35007,34.76545149,50.62695664,13.05563591,3615.938471
1990,Winter,Rice,6673.469932,32.2174638,68.09043292,5.209760912,10462.68129
1990,Rabi,Rice,4154.008913,30.26411413,41.8555701,0.21644316,6412.571416
1990,Rabi,Rice,1375.626548,29.09891302,88.96060003,7.898569522,3015.102384
1990,Kharif,Rice,4226.191217,25.27088943,48.28921252,14.91996437,6794.520003
1990,Rabi,Wheat,5895.938086,36.34886444,75.43098056,6.215084937,9215.74383
1990,Kharif,Rice,5121.199691,21.73416055,62.42961808,19.22066909,8782.032242
1990,Kharif,Maize,1042.192382,31.51486034,74.9230519,4.308088169,2011.31942
1990,Rabi,Sugarcane,2906.749353,22.33760433,60.55901952,18.13027283,4164.840822
1990,Summer,Maize,7611.006791,31.85599738,87.28176084,8.582898067,12306.52983
1990,Kharif,Rice,9673.746034,30.24364826,49.5666167,17.33133118,14087.98138
1990,Kharif,Sugarcane,3267.039636,34.95423051,85.76862244,1.537722979,5202.4956
1990,Summer,Rice,426.0594485,34.50841412,41.80255069,9.012883299,1446.865626
1990,Rabi,Rice,358.9458309,24.15716085,48.94010612,12.24746047,702.3716033
1990,Summer,Rice,4466.163573,36.21766664,41.34749554,6.828846897,7774.754418
1990,Rabi,Wheat,9256.754676,36.84640533,71.65240612,10.29702052,13801.42684
1990,Kharif,Sugarcane,284.4141164,38.55367197,41.47712217,9.755645862,25.9264979
1990,Summer,Wheat,354.4781151,30.96844108,53.35512997,8.829730765,1291.76903
1990,Winter,Wheat,5330.533452,21.5069346,79.95762237,12.77273214,8560.404579
1990,Summer,Rice,5182.0532,20.11882144,78.64354316,2.768485604,7953.444696
1990,Rabi,Sugarcane,7798.815242,36.56036612,52.68579255,11.43672995,11455.66098
1990,Summer,Rice,4463.419064,39.61868314,63.57417621,17.90095092,7629.188058
1990,Rabi,Sugarcane,8048.047138,36.92608352,46.19260426,9.339783823,12174.724
1990,Winter,Sugarcane,897.1118913,29.48492413,52.29998341,0.381247491,2128.431674
1990,Winter,Rice,3118.193127,22.15555699,82.54000605,17.42575988,4531.920745
1990,Rabi,Rice,2233.602444,34.27868647,54.55003233,4.395315403,3813.60275
1990,Kharif,Wheat,2590.160765,36.5939113,57.07670439,11.35661732,4424.23291
1990,Rabi,Wheat,7694.996169,25.04689068,61.62165821,15.38329527,11269.873
1990,Kharif,Wheat,5581.363113,20.02336293,88.01498603,18.05758156,7983.359623
1990,Kharif,Sugarcane,3645.350543,34.61832777,46.81810524,2.279684172,5275.867605
1990,Kharif,Wheat,7324.948048,29.93503337,71.61039494,4.668412703,12021.4782
1990,Kharif,Wheat,9120.214827,25.89744283,53.53041482,17.69156847,14353.87995
1990,Summer,Maize,6500.890905,20.46300362,49.740857,7.289893848,10493.65327
1990,Kharif,Rice,2805.648881,29.01337625,65.79059278,3.922349768,4867.887683
1990,Rabi,Rice,6840.783874,29.08580098,66.0999821,19.3504064,11321.09043
1990,Summer,Sugarcane,3466.238939,25.1739702,54.46713031,14.17076215,5284.163767
1990,Rabi,Sugarcane,2603.673108,30.18874134,46.97665922,6.065509538,4711.100157
1990,Winter,Maize,2231.323728,24.23512187,75.58702638,11.41748511,4114.730277
1990,Summer,Maize,7993.266616,30.65020949,66.66379707,11.93262007,12644.11855
1990,Summer,Rice,2156.052621,29.6368745,71.53669117,1.192981681,2632.848363
1990,Kharif,Wheat,8195.737348,29.69091765,77.91279901,11.62033919,12184.32665
1990,Summer,Sugarcane,5559.520179,29.61421623,55.44527406,3.222513218,9347.57276
1990,Rabi,Rice,2387.440734,37.86404222,41.98188336,15.84238765,4160.420352
1990,Rabi,Sugarcane,2070.539805,39.27455546,59.62763002,17.91170898,3032.379703
1990,Summer,Sugarcane,5018.479197,20.57346437,64.48552872,3.150095136,8424.509451
1990,Winter,Rice,3519.946426,34.35473587,45.37143318,12.96243926,6081.174548
1990,Rabi,Rice,7042.258951,38.94951873,72.2750314,0.714608498,10229.26432
1990,Winter,Wheat,1008.675767,29.59385892,56.6867652,18.83928871,2213.99358
1990,Summer,Maize,1183.488938,36.40799677,81.87602003,8.960471345,2408.856089
1990,Summer,Wheat,2487.256475,20.31998723,74.44626172,9.751635908,4503.740864
1990,Rabi,Maize,813.0140416,23.91824344,67.51689139,4.153081868,1573.098095
1990,Summer,Maize,8740.703149,37.09718311,56.9371796,8.400745186,12524.63155
1990,Kharif,Rice,2517.830803,37.97388607,84.30885818,3.574743264,4581.958943
1990,Winter,Maize,5409.892825,21.67824697,49.63688521,15.20087365,9427.738895
1990,Winter,Rice,7946.986524,37.49580511,81.88503173,1.43811741,13080.34538
1990,Winter,Rice,9264.16759,32.34444737,71.38182258,6.483470166,14007.17847
1990,Kharif,Wheat,5981.299478,36.39651006,53.36898806,13.7683629,9463.310252
1990,Winter,Wheat,8488.15924,23.30790316,82.08082607,12.52934661,13612.43569
1990,Rabi,Wheat,1507.328745,28.03984035,78.36976922,5.023599461,3322.223722
1990,Rabi,Maize,2192.027994,26.71798203,60.7003617,7.119557712,3429.624534
1990,Kharif,Maize,8562.683989,25.831986,64.70157187,16.70022837,13406.26533
1990,Summer,Maize,8435.79174,30.76434341,78.18419354,11.66804159,12604.52019
1990,Kharif,Maize,9147.635931,23.90422927,81.31794609,0.328234515,14314.68488
1990,Summer,Wheat,9084.928766,30.39330211,67.09864548,4.267797415,14249.35765
1990,Kharif,Rice,2916.518162,38.46526993,85.24678857,3.377177988,5099.135805
1990,Summer,Rice,7002.388244,25.48899776,46.3517772,16.37089948,11590.91844
1990,Summer,Sugarcane,1302.476395,23.63593763,48.11063286,12.70321296,2559.813208
1990,Winter,Wheat,5834.046473,24.03095773,74.32407495,3.85855827,8434.211896
1990,Kharif,Rice,9338.298651,35.78274108,86.2094563,8.332736918,14398.28823
1990,Winter,Sugarcane,7474.750246,31.29128491,59.23572309,6.582511963,12220.69925
1990,Summer,Sugarcane,712.3959991,20.13472501,83.54219718,1.429899144,1700.677926
1990,Winter,Sugarcane,4317.836624,30.08841241,81.47754317,6.518744252,7103.853808
1990,Summer,Rice,2936.873003,27.63073576,53.58405819,8.005203484,4115.195641
1990,Winter,Sugarcane,1644.760847,25.60638371,82.52323766,18.48698579,2117.892118
1990,Winter,Sugarcane,747.1670885,38.73658554,85.03914891,11.89980839,1364.106419
1990,Summer,Maize,7023.761818,38.34350522,43.1168705,7.877226346,10522.88975
1990,Rabi,Sugarcane,9569.130431,23.75401967,78.78235757,2.271151944,15208.26105
1990,Summer,Rice,685.1999898,33.9922655,48.23830899,2.826089306,1304.358217
1990,Summer,Sugarcane,9600.659358,38.74871838,45.53771427,10.3403086,15925.1397
1990,Winter,Wheat,7024.1445,35.79866594,53.10515477,11.81882603,11202.04572
1990,Winter,Sugarcane,431.4130393,29.50354219,79.25893873,17.93272194,780.37467
1990,Winter,Maize,9033.455506,21.04363091,56.58045071,7.470493773,13908.93241
1990,Kharif,Sugarcane,7772.870523,27.31466229,52.75928865,1.677615403,11241.258
1990,Kharif,Wheat,3235.381384,21.42670411,56.77514155,18.49041234,4537.383468
1990,Winter,Maize,9360.931913,23.33467222,81.32031424,3.653879387,14049.91544
1990,Kharif,Sugarcane,7028.887028,31.22573755,74.02519418,2.294746025,10464.43207
1990,Summer,Sugarcane,9792.634672,28.33298413,79.6637478,15.36769419,14986.47404
1990,Winter,Rice,680.5429382,38.1952677,66.77864462,16.5739026,1656.07134
1990,Summer,Rice,1048.359451,30.26162821,41.29397644,19.21159052,2000.922956
1990,Rabi,Sugarcane,2042.308215,27.71184994,73.57579699,18.99546306,3232.443311
1990,Kharif,Sugarcane,8046.132991,38.56633695,48.55626689,9.576580389,11764.64128
1990,Summer,Wheat,6953.038671,31.83572967,47.11732097,13.81259162,11241.28477
1990,Kharif,Wheat,1267.039566,24.61423939,68.43794142,4.572360851,2240.232622
1990,Winter,Maize,457.7319442,36.78820626,42.46931087,11.07961875,1805.432923
1990,Rabi,Rice,6355.794866,20.40048781,52.23806439,6.534380343,10734.33193
1990,Winter,Wheat,1719.862679,26.70861303,41.59904591,14.89924643,3061.215143
1990,Winter,Sugarcane,3278.768817,24.27657222,67.3548974,9.469236703,4538.500997
1990,Kharif,Maize,122.5088341,36.58383502,53.05403383,13.00234273,-294.2755943
1990,Summer,Wheat,1042.578536,32.46686483,67.01778707,8.492053412,2155.304516
1990,Summer,Sugarcane,723.0324474,26.96531022,48.65822537,4.079475437,1788.583514
1990,Summer,Sugarcane,5866.307792,29.09628943,56.97568791,4.531590934,9692.085244
1990,Winter,Sugarcane,831.4466542,25.39840571,73.57426287,18.25293647,772.8990991
1990,Summer,Wheat,8531.101727,26.06580615,68.98815544,18.85419647,13452.91032
1990,Rabi,Maize,9378.229778,22.54900242,61.28637612,19.38714857,15319.64947
1990,Summer,Sugarcane,4975.271878,26.83654729,50.88644808,18.29693751,7328.253946
1990,Rabi,Wheat,9934.997089,36.11169154,53.12312051,5.955916862,14813.96147
1990,Kharif,Wheat,7447.562412,28.55268565,76.05928257,2.87889937,11998.81594
1990,Kharif,Rice,6651.863072,32.49085539,59.46914029,16.1319209,10361.88904
1990,Summer,Wheat,7539.479103,32.47290729,44.49174393,18.8122171,12856.27577
1990,Rabi,Maize,6831.559449,25.6709789,64.87047475,6.901488,10221.41025
1990,Summer,Sugarcane,1792.295389,30.98474952,89.11054087,12.98283484,3696.489258
1990,Rabi,Wheat,6280.87086,24.30773215,82.90503694,1.042458201,9213.45997
1990,Rabi,Wheat,1519.334807,36.12571949,81.05981816,15.50210161,3349.054554
1990,Rabi,Wheat,3507.977373,30.91944383,65.98770771,9.721396342,5073.066678
1990,Winter,Wheat,3853.406314,25.87737324,76.61951354,9.248235743,6639.996944
1990,Winter,Wheat,6838.796686,31.6141374,84.9422171,16.22264214,10707.23271
1990,Kharif,Rice,3659.642593,28.61025692,87.82284787,0.330762019,7047.249498
1990,Summer,Wheat,9502.237808,36.48326049,46.24111122,11.22719584,14116.67462
1990,Kharif,Rice,951.4385876,24.4671802,54.61601398,1.659193101,2267.926335
1990,Kharif,Sugarcane,2533.80926,34.97981755,88.33257001,6.135792787,4497.482701
1990,Rabi,Wheat,8512.777315,20.53821262,52.26481161,6.612757456,12921.97271
1990,Summer,Sugarcane,3004.565714,20.64194791,40.93340878,4.448532119,4789.658153
1990,Summer,Wheat,546.9519564,36.70847945,56.41120922,0.593732098,1465.880743
1990,Winter,Rice,5122.469905,35.39297958,42.32843806,11.69265523,8450.058508
1990,Summer,Maize,8263.6649,30.20869727,49.1790674,11.54423857,13577.91058
1990,Rabi,Sugarcane,9843.452422,39.87654144,56.73885206,12.51918805,15895.92752
1990,Rabi,Rice,1360.974429,37.56584578,88.21545281,14.58710468,1944.336043
1990,Rabi,Wheat,3974.001916,24.43337183,72.00145323,8.774899732,6909.676831
1990,Kharif,Maize,3829.473701,39.24476034,86.44501833,15.47429544,5819.639714
1990,Winter,Sugarcane,1198.822626,26.13420308,79.57481363,1.456145251,1826.376686
1990,Winter,Maize,1031.006109,27.92608212,59.02367066,4.992123874,1262.268815
1990,Kharif,Maize,956.654695,20.64588072,87.09717552,12.98908445,1910.719001
1990,Winter,Rice,2405.657366,34.58277899,43.85505838,4.138054469,4616.493969
1990,Summer,Rice,5696.330076,24.44929652,85.98371712,0.396364831,9236.224415
1990,Summer,Rice,8899.578383,28.40745618,45.77904722,3.72584939,14014.07072
1990,Rabi,Maize,1563.585256,39.12433917,86.23196535,10.53484082,2343.171249
1990,Winter,Wheat,6734.708162,38.99322869,46.38732101,11.10278822,10506.32829
1990,Rabi,Wheat,9596.750588,36.46587464,50.24476523,1.675543655,15586.11159
1990,Rabi,Wheat,2077.031915,38.59592921,50.54851956,3.075624182,2924.127826
1990,Summer,Rice,1562.788773,30.09631309,53.19201804,6.502854155,2896.394622
1990,Kharif,Sugarcane,6382.132681,37.34900383,68.87063203,1.330585792,10108.74227
1990,Winter,Maize,3034.765824,36.55019986,67.24819074,18.5719606,5716.772433
1990,Winter,Sugarcane,9522.001276,30.89045262,72.35341708,10.0455017,14523.35113
1990,Winter,Rice,8453.347496,31.35186584,73.63544901,7.006968737,12082.84648
1990,Summer,Sugarcane,3304.215119,24.07695962,62.21509605,1.38232026,5927.510661
1990,Kharif,Sugarcane,6525.951598,36.42242477,43.36153061,6.156036912,10316.66646
1990,Rabi,Maize,9528.674844,23.70113657,48.84891216,1.951795513,15325.705
1990,Rabi,Rice,831.1183678,33.72288448,75.91692709,13.29042451,1706.004116
1990,Winter,Sugarcane,6211.28696,37.79553804,57.87035093,11.5426656,9922.230687
1990,Kharif,Sugarcane,406.9580074,22.44021884,60.89311489,2.228098815,2065.832473
1990,Rabi,Sugarcane,9227.738323,25.85965323,77.99435382,19.79920165,14466.49052
1990,Winter,Rice,6201.222096,35.19736888,55.74859662,12.13010639,10165.76497
1990,Summer,Rice,5027.484551,24.23939246,60.59712443,2.848944054,7352.4081
1990,Winter,Wheat,5297.428292,24.97526322,43.40780963,15.24770143,9099.15688
1990,Winter,Sugarcane,7000.973582,27.68796684,47.09836016,6.354744422,10507.76575
1990,Winter,Rice,5097.498556,23.60560411,49.37881852,16.98165645,8021.570114
1990,Summer,Rice,2818.336134,31.78507931,64.52855019,4.154030096,4855.146085
1990,Summer,Rice,7443.018158,21.57018878,53.48782274,14.23991751,12320.10648
1990,Summer,Maize,2863.821041,27.66034862,72.59992397,14.37421878,3924.140399
1990,Rabi,Wheat,674.7944416,23.04744751,64.93338701,4.946057418,488.178118
1990,Winter,Maize,1199.283175,22.03237821,49.94472507,16.02751767,581.5487295
1990,Rabi,Maize,8130.715853,31.27566982,49.0379317,15.939521,12522.47471
1990,Summer,Sugarcane,8281.445519,35.84857995,84.24625704,2.266331846,13372.86151
1990,Kharif,Maize,157.9773492,26.87592537,66.15585991,6.238376877,684.5660121
1990,Kharif,Maize,925.0439959,24.67059925,57.51691305,18.95385237,2268.039959
1990,Rabi,Sugarcane,6748.901292,37.24251562,66.53946172,19.2947068,10525.53358
1990,Rabi,Rice,8384.494895,22.85737454,42.97818077,13.33900451,13885.50982
1990,Summer,Maize,4981.696036,25.85359744,85.39449521,11.73188859,8038.374054
1990,Rabi,Wheat,2288.945534,23.84980738,78.5098438,8.964198249,4202.553703
1990,Summer,Sugarcane,9526.257373,39.05489383,70.29255687,17.28867577,15288.96669
1990,Winter,Wheat,9837.832179,28.62721975,40.55995144,10.95085597,15459.58375
1990,Winter,Maize,9271.403511,24.3588772,52.63029693,0.797144101,14625.24938
1990,Kharif,Rice,6026.895559,38.07602656,70.56169148,7.979339333,9133.287413
1990,Rabi,Maize,9218.42015,38.22141577,73.50613465,5.69078585,13767.77445
1990,Rabi,Sugarcane,5087.515634,30.95067537,79.51653796,3.764707994,8763.516984
1990,Rabi,Sugarcane,1781.380736,21.41710881,41.71952644,18.07902249,2875.361145
1990,Kharif,Wheat,3208.973039,21.04670438,64.6395737,19.45605949,4758.963379
1990,Winter,Rice,766.2037938,22.98005391,51.76908396,1.0084977,1118.558347
1990,Rabi,Sugarcane,5802.723467,29.35668822,82.48969264,6.689627942,9501.719404
1990,Winter,Wheat,6875.94061,30.8582373,69.02119246,3.541356599,10415.53582
1990,Kharif,Sugarcane,4658.760153,24.38036176,80.31306933,16.2031221,7974.912954
1990,Winter,Wheat,372.769362,20.74744819,83.36207445,0.880413163,1144.499096
1990,Summer,Sugarcane,5906.44009,27.64817717,73.14280774,15.39630196,8928.816676
1990,Winter,Rice,8127.278913,29.29822739,50.48668673,7.395087909,12255.45089
1990,Summer,Sugarcane,6123.366038,33.78279274,78.93058732,2.267054385,10192.81257
1990,Summer,Sugarcane,1329.207842,20.9570739,46.20346879,13.90696657,2475.407632
1990,Winter,Rice,9315.680989,39.71248788,69.00476479,14.27940122,14602.39369
1990,Winter,Sugarcane,1433.078638,37.0156143,74.80400758,4.211820561,2215.601588
1990,Rabi,Wheat,5759.00296,25.88491908,44.98884301,18.16805973,9239.38498
1990,Summer,Rice,9192.243382,26.27068009,89.92728269,1.900262814,13770.8853
1990,Summer,Sugarcane,5107.879132,28.13973701,71.44013671,3.37596259,8209.099312
1990,Winter,Wheat,489.2073479,22.69832577,79.55709347,1.070383509,1705.538434
1990,Rabi,Wheat,202.8675938,27.62538388,69.41419322,14.72018207,409.9240127
1990,Winter,Rice,6422.032321,31.13691025,53.3889468,18.72384006,9570.350495
1990,Kharif,Sugarcane,7613.582919,32.86073182,56.81208994,16.15649499,11570.63383
1990,Kharif,Maize,5153.591745,28.42887224,72.49346881,4.757329298,7856.466438
1990,Winter,Rice,1407.36519,39.61505901,83.06306609,18.82840422,1579.9871
1990,Summer,Rice,2049.225331,39.54760347,85.52747888,2.975311726,3392.224578
1990,Summer,Maize,6573.526583,20.87475399,74.76810228,15.64709796,10792.53746
1990,Kharif,Rice,1089.261264,37.02099877,88.64561934,5.434507792,1763.478606
1990,Kharif,Rice,5078.150219,38.51336525,52.84540394,18.17725069,8571.000716
1990,Winter,Sugarcane,8327.691275,24.60911534,52.85159114,15.7158459,12709.78177
1990,Winter,Wheat,3217.406314,30.70832113,46.98887281,19.48413035,5087.036034
1990,Summer,Sugarcane,6491.057911,31.23805997,62.65070832,7.902371764,9242.190683
1990,Kharif,Rice,3566.996465,27.00403504,42.98555149,15.5282157,5451.918933
1990,Winter,Wheat,4524.857339,37.73536089,56.46501678,1.699453641,7734.574701
1990,Rabi,Rice,6742.832156,20.23003101,49.0074822,16.49537879,9664.915463
1990,Kharif,Rice,5881.352139,21.20430379,80.32465013,17.50389189,8235.791117
1990,Winter,Maize,9751.041538,38.80159673,47.27252761,7.926916225,15105.81156
1990,Winter,Rice,9615.890773,32.38747857,83.5805781,3.238535774,15579.6937
1990,Winter,Sugarcane,939.9885664,28.06066247,49.94597985,13.66252971,2349.119203
1990,Rabi,Wheat,4046.332198,39.21798824,65.20093616,14.05016134,6719.236836
1990,Kharif,Sugarcane,8179.047987,34.6830379,45.23063341,1.110842777,13313.8739
1990,Summer,Wheat,853.9185167,20.6582008,41.49086906,0.745714119,2611.123027
1991,Winter,Wheat,6042.173453,25.20915601,80.0314276,8.022525887,9476.071601
1991,Summer,Wheat,5577.050784,26.11925406,74.90098139,4.475316755,8098.004352
1991,Kharif,Wheat,6778.482934,36.72416194,84.21625437,1.350306274,9832.738293
1991,Rabi,Maize,9502.621968,28.31873889,48.16633113,0.750196016,13830.86602
1991,Kharif,Maize,9515.325428,27.01067744,48.04276066,3.624455715,15101.1264
1991,Winter,Wheat,1993.975119,21.55649297,79.02755661,2.670139168,2951.943638
1991,Rabi,Rice,2386.493804,29.61380043,56.70784463,3.824554435,3705.126894
1991,Kharif,Rice,8365.257612,28.89467301,71.91204822,8.165014954,13355.43424
1991,Winter,Wheat,8831.400797,38.73361741,84.80705821,18.98151995,14630.69936
1991,Winter,Wheat,3926.772365,32.417216,88.02577892,3.13736586,6143.157295
1991,Winter,Wheat,5388.76907,24.02785281,40.01015826,0.74893354,8219.601143
1991,Summer,Sugarcane,6529.230019,29.46174874,68.44403586,13.6866535,10691.88768
1991,Winter,Sugarcane,4662.0467,27.22797297,,7.645150346,7732.75014
1991,Kharif,Maize,7868.672863,33.77757848,73.13801924,2.665835517,12101.55193
1991,Kharif,Rice,5345.473453,29.68974044,80.52356696,2.686199929,8364.180211
1991,Rabi,Rice,6345.343536,38.82152222,49.31002996,8.057397745,10225.63422
1991,Winter,Rice,3258.790573,38.48720825,85.57556046,6.854947729,5873.881006
1991,Rabi,Rice,4945.719902,38.81376733,58.82256055,18.55883938,8282.469215
1991,Winter,Wheat,6893.173273,37.01919558,80.0211687,1.318892405,11523.1827
1991,Rabi,Maize,894.1562088,20.95502364,50.53717228,15.52692767,1834.374369
1991,Kharif,Wheat,6263.816446,30.27784596,83.03115936,12.54008928,10336.67954
1991,Summer,Rice,4416.962622,35.26003555,42.0641414,3.494253109,7413.614309
1991,Winter,Rice,1517.210966,34.18841765,52.15541655,2.618862232,3313.084617
1991,Rabi,Rice,1121.211342,27.97535181,50.9248637,5.134605834,1643.949374
1991,Kharif,Maize,5067.074003,33.68030593,84.74959387,8.756252092,8114.495483
1991,Winter,Rice,9156.047024,23.61937126,72.14151865,15.9136829,15114.64576
1991,Kharif,Wheat,2391.029224,34.52224835,86.62670157,2.884024888,4913.808343
1991,Rabi,Maize,524.1261373,38.53936398,77.75307891,9.105451083,1135.812007
1991,Rabi,Maize,7595.251229,35.18425961,86.11908507,18.39007412,11775.97542
1991,Rabi,Wheat,6549.783781,26.59432372,51.48330518,18.74836197,10408.56451
1991,Summer,Sugarcane,7843.104072,23.11126786,62.45889408,18.10436341,11872.78321
1991,Kharif,Rice,8856.129008,29.65745628,84.00523207,3.079842227,13397.56536
1991,Summer,Sugarcane,5330.091841,30.92893203,84.51096187,4.809565371,8278.422501
1991,Winter,Maize,7155.49799,24.80879671,74.89841316,17.43681997,11688.23143
1991,Winter,Rice,9064.871578,37.034434,60.58730731,7.797228479,12986.93151
1991,Kharif,Sugarcane,7014.960016,21.25315973,46.78707612,1.391343263,10947.72352
1991,Kharif,Sugarcane,167.5676066,27.7091261,78.18924882,0.873139832,1034.920339
1991,Winter,Wheat,711.6650079,23.59486303,40.92723981,19.89785137,560.1380363
1991,Rabi,Rice,5105.238553,32.42747391,64.06702282,1.429159297,8062.382438
1991,Rabi,Rice,9278.578282,26.19066852,70.59942135,16.35088074,13860.10941
1991,Winter,Wheat,9958.225905,24.59023829,80.43833154,1.889716428,14934.61575
1991,Kharif,Wheat,3029.852186,25.05878338,59.10144955,5.913926457,5028.33143
1991,Kharif,Rice,4742.462172,29.92448829,42.76766198,10.68272862,7069.831708
1991,Kharif,Maize,9367.258686,30.10605905,84.64596675,16.02890709,14203.92803
1991,Rabi,Rice,3282.350229,25.34888242,66.03505616,15.38900791,4787.911114
1991,Winter,Maize,2830.110738,34.27896781,73.82807613,5.761726283,4777.09446
1991,Winter,Sugarcane,7690.421696,27.26672862,55.35751228,19.5301083,11974.32608
1991,Rabi,Maize,4411.771171,26.44561859,45.38884373,14.67456781,6660.401806
1991,Kharif,Rice,8182.492899,28.50619913,62.267367,18.70246044,12616.18067
1991,Kharif,Maize,3377.431417,24.89291277,50.48269085,10.7604848,5374.633213
1991,Kharif,Wheat,1788.975716,38.98752011,80.40805763,3.519679982,3457.701767
1991,Winter,Maize,4172.038286,27.61537163,85.3615604,15.55858681,7115.421057
1991,Kharif,Wheat,2899.632932,24.36098973,74.23383716,1.396797154,4461.853646
1991,Summer,Wheat,8725.840134,36.63501729,44.74954141,5.779788912,14095.46393
1991,Summer,Maize,3746.746648,24.21739199,72.33679169,16.37508463,5778.009071
1991,Kharif,Wheat,6702.530359,30.3912608,70.35597065,10.24985129,10610.18323
1991,Winter,Sugarcane,9148.581943,27.41839088,71.71439929,9.40988077,13552.87356
